w2,w1,count_w1_w2,count_w1,count_w2,pmi,sppmi,k11,k12,k21,k22,row1,row2,col1,col2,LLR_Score
dachtáin,leirg,3,5,3,13.751397606393633,12.751397606393633,3,2,0,68948,5,68948,3,68950,59.52516142430441
maí,uachtar,6,32,40,8.336360107114789,7.336360107114789,6,26,34,68887,32,68921,40,68913,59.51649181677356
chór,inse,5,185,5,8.541944240764682,7.541944240764682,5,180,0,68768,185,68768,5,68948,59.34425238756042
geimhleach,inse,5,185,5,8.541944240764682,7.541944240764682,5,180,0,68768,185,68768,5,68948,59.34425238756042
chathasaigh,uí,11,2137,15,4.564495531649963,3.564495531649963,11,2126,4,66812,2137,66816,15,68938,59.336587161282175
uachtarach,mór,24,224,948,2.962190031046288,1.9621900310462879,24,200,924,67805,224,68729,948,68005,59.23437883256323
broc,domhnach,6,82,17,8.213273356133728,7.213273356133728,6,76,11,68860,82,68871,17,68936,59.21297552497442
chaisleáin,feirm,8,33,179,6.545115804658285,5.545115804658285,8,25,171,68749,33,68920,179,68774,59.19232123808838
aogáin,mac,10,980,19,5.210688343722201,4.210688343722201,10,970,9,67964,980,67973,19,68934,59.14162671871708
mearnóg,port,5,189,5,8.511083277059923,7.511083277059923,5,184,0,68764,189,68764,5,68948,59.12742845362698
dealgan,dhún,6,65,21,8.243602966194937,7.243602966194937,6,59,15,68873,65,68888,21,68932,59.071078847377656
róigh,baile,21,8348,28,2.631073316842316,1.6310733168423162,21,8327,7,60598,8348,60605,28,68925,59.03713943526362
lachnáin,uí,10,2137,12,4.74892010278739,3.74892010278739,10,2127,2,66814,2137,66816,12,68941,58.8377429836159
bhraonáin,uí,10,2137,12,4.74892010278739,3.74892010278739,10,2127,2,66814,2137,66816,12,68941,58.8377429836159
cúile,cillín,7,79,39,7.291497656299248,6.291497656299248,7,72,32,68842,79,68874,39,68914,58.80189211965178
móir,átha,10,437,37,5.414310961038809,4.414310961038809,10,427,27,68489,437,68516,37,68916,58.608615502311224
chiaráin,cill,18,2693,45,3.3563990918919604,2.3563990918919604,18,2675,27,66233,2693,66260,45,68908,58.42214567827277
gráinne,dhiarmada,4,20,6,11.166435105672475,10.166435105672475,4,16,2,68931,20,68933,6,68947,58.38551758331
íseal,cúl,13,886,48,4.397640030145912,3.3976400301459124,13,873,35,68032,886,68067,48,68905,58.22534492782077
philib,baile,26,8348,42,2.3542331114834916,1.3542331114834916,26,8322,16,60589,8348,60605,42,68911,58.161798765284075
bhuí,bhuaile,11,99,224,5.096045777781078,4.096045777781078,11,88,213,68641,99,68854,224,68729,58.07344165524711
séamas,sin,5,63,9,9.248048871226128,8.248048871226128,5,58,4,68886,63,68890,9,68944,58.02927940223252
riagáin,uí,13,2137,24,4.127431726041119,3.1274317260411193,13,2124,11,66805,2137,66816,24,68929,57.98568711468725
láirge,phort,4,21,6,11.096045777781077,10.096045777781077,4,17,2,68930,21,68932,6,68947,57.95133875595568
fionóg,dháibhí,3,6,3,13.488363200559839,12.488363200559839,3,3,0,68947,6,68947,3,68950,57.937511927744296
maoluír,shíol,3,3,6,13.488363200559839,12.488363200559839,3,0,3,68947,3,68950,6,68947,57.937511927744296
dháith,baile,22,8348,31,2.5513461243715816,1.5513461243715816,22,8326,9,60596,8348,60605,31,68922,57.91872641267214
conrach,droim,9,1146,13,5.38041965582531,4.38041965582531,9,1137,4,67803,1146,67807,13,68940,57.90309757793889
rúisc,droim,9,1146,13,5.38041965582531,4.38041965582531,9,1137,4,67803,1146,67807,13,68940,57.90309757793889
airt,mac,12,980,35,4.592367246054613,3.5923672460546134,12,968,23,67950,980,67973,35,68918,57.87922288303229
gearr,caisleán,11,480,49,5.011156880194565,4.011156880194565,11,469,38,68435,480,68473,49,68904,57.865730107052514
daoi,eas,4,29,5,10.89341661126606,9.89341661126606,4,25,1,68923,29,68924,5,68948,57.766545269098216
riach,locha,5,57,10,9.240435687116253,8.240435687116253,5,52,5,68891,57,68896,10,68943,57.577544968977676
hinse,tigh,10,285,57,5.407545672951511,4.407545672951511,10,275,47,68621,285,68668,57,68896,57.56098594468725
oiríolaigh,droim,7,1146,7,5.91093437252409,4.91093437252409,7,1139,0,67807,1146,67807,7,68946,57.40219901498226
inbhir,bun,8,291,24,6.303487857651554,5.303487857651554,8,283,16,68646,291,68662,24,68929,57.28571726594503
loch,portach,6,32,48,8.073325701280995,7.073325701280995,6,26,42,68879,32,68921,48,68905,57.16932144709781
bhrúnaigh,baile,32,8348,62,2.0919145057342843,1.0919145057342843,32,8316,30,60575,8348,60605,62,68891,57.06884879304683
bearrcon,ros,6,371,7,7.315657903323743,6.315657903323743,6,365,1,68581,371,68582,7,68946,57.06576784427342
bhéal,droichead,11,444,55,4.956981740043527,3.9569817400435268,11,433,44,68465,444,68509,55,68898,56.781225111017754
fhásaigh,seireapún,3,3,7,13.26597077922339,12.26597077922339,3,0,4,68946,3,68950,7,68946,56.694564628704654
geala,caisle,3,3,7,13.26597077922339,12.26597077922339,3,0,4,68946,3,68950,7,68946,56.694564628704654
cliath,átha,7,437,11,6.649759535200703,5.649759535200703,7,430,4,68512,437,68516,11,68942,56.598934583248564
labhráis,shan,4,7,20,10.94404268433603,9.94404268433603,4,3,16,68930,7,68946,20,68933,56.46343831889353
riabhach,machaire,13,137,307,4.413638491091381,3.4136384910913806,13,124,294,68522,137,68816,307,68646,56.43319642085647
creamha,cluain,10,1448,16,4.895407909085152,3.8954079090851517,10,1438,6,67499,1448,67505,16,68937,56.41553474079711
bearaigh,tearmann,4,17,8,10.985862860030656,9.985862860030656,4,13,4,68932,17,68936,8,68945,56.3997943442306
feichín,tearmann,4,17,8,10.985862860030656,9.985862860030656,4,13,4,68932,17,68936,8,68945,56.3997943442306
nioclás,sin,4,63,4,10.096045777781079,9.096045777781079,4,59,0,68890,63,68890,4,68949,56.243653945439554
labhrás,sin,4,63,4,10.096045777781079,9.096045777781079,4,59,0,68890,63,68890,4,68949,56.243653945439554
connaidh,cluain,9,1448,12,5.158442314918945,4.158442314918945,9,1439,3,67502,1448,67505,12,68941,56.223750245991155
eidhin,uí,9,2137,10,4.859951415176134,3.859951415176134,9,2128,1,66815,2137,66816,10,68943,56.130225633320606
dhonnchú,uí,9,2137,10,4.859951415176134,3.859951415176134,9,2128,1,66815,2137,66816,10,68943,56.130225633320606
beadaí,mbreac,4,36,5,10.58147260495132,9.58147260495132,4,32,1,68916,36,68917,5,68948,55.919849509344644
baile,coill,31,896,445,2.4225055637565056,1.4225055637565056,31,865,414,67643,896,68057,445,68508,55.879437555751664
thoirc,droim,9,1146,14,5.273504451908798,4.273504451908798,9,1137,5,67802,1146,67807,14,68939,55.735460359995
mhichíl,paróiste,7,84,45,6.996510104230164,5.996510104230164,7,77,38,68831,84,68869,45,68908,55.72924261997375
phoill,baile,29,8348,53,2.1761713566855323,1.1761713566855323,29,8319,24,60581,8348,60605,53,68900,55.72408730913571
mánmhaí,dún,6,667,6,6.691782750096409,5.691782750096409,6,661,0,68286,667,68286,6,68947,55.71429762735521
gaelach,baile,17,8348,20,2.8116455624841366,1.8116455624841366,17,8331,3,60602,8348,60605,20,68933,55.68261847543339
morú,íochtar,3,8,3,13.073325701280996,12.073325701280996,3,5,0,68945,8,68945,3,68950,55.67026628401925
leathain,chladaigh,3,3,8,13.073325701280996,12.073325701280996,3,0,5,68945,3,68950,8,68945,55.67026628401925
chatháin,uí,10,2137,13,4.633442885367454,3.6334428853674536,10,2127,3,66813,2137,66816,13,68940,55.668581609929184
chaollaí,uí,8,2137,8,5.011954508621184,4.011954508621184,8,2129,0,66816,2137,66816,8,68945,55.61341195106835
bhaoill,uí,8,2137,8,5.011954508621184,4.011954508621184,8,2129,0,66816,2137,66816,8,68945,55.61341195106835
gorm,cuas,8,152,47,6.270809336159771,5.270809336159771,8,144,39,68762,152,68801,47,68906,55.58263753957792
each,cluain,13,1448,35,4.144636515393915,3.1446365153939153,13,1435,22,67483,1448,67505,35,68918,55.30477121407156
rua,cnocán,24,332,694,2.844456918076965,1.8444569180769652,24,308,670,67951,332,68621,694,68259,55.27823847743316
dealgan,dún,9,667,21,5.469390328759961,4.469390328759961,9,658,12,68274,667,68286,21,68932,55.15987591686317
mílic,móinteach,3,5,4,13.336360107114787,12.336360107114787,3,2,1,68947,5,68948,4,68949,55.02653828176901
fhíonáin,cill,16,2693,37,3.468873821150373,2.468873821150373,16,2677,21,66239,2693,66260,37,68916,54.90874835871312
dubh,chorr,17,131,763,3.551826294159353,2.551826294159353,17,114,746,68076,131,68822,763,68190,54.87442687353858
laoise,port,6,189,12,7.511083277059922,6.511083277059922,6,183,6,68758,189,68764,12,68941,54.381564794380765
aird,mhin,4,4,79,9.769544953103892,8.769544953103892,4,0,75,68874,4,68949,79,68874,54.37966743056137
habhann,bun,10,291,65,5.188010640231619,4.188010640231619,10,281,55,68607,291,68662,65,68888,54.34078454643651
ceara,buiríos,4,22,8,10.613894082643698,9.613894082643698,4,18,4,68927,22,68931,8,68945,54.08846037087086
bat,domhnach,4,82,4,9.715773696662911,8.715773696662911,4,78,0,68871,82,68871,4,68949,54.073831502143925
cárthaigh,stún,3,3,10,12.751397606393633,11.751397606393633,3,0,7,68943,3,68950,10,68943,54.0379920534991
bun,abhainn,12,519,71,4.488950354139588,3.488950354139588,12,507,59,68375,519,68434,71,68882,53.97816967876712
bán,toileán,15,220,323,3.8634662286709287,2.8634662286709287,15,205,308,68425,220,68733,323,68630,53.928327420091506
doirn,mac,7,980,8,5.944042684336029,4.944042684336029,7,973,1,67972,980,67973,8,68945,53.60030197872196
múin,fhia,3,6,4,13.073325701280996,12.073325701280996,3,3,1,68946,6,68947,4,68949,53.4389177929723
fada,loch,32,1826,249,2.278852719228692,1.2788527192286918,32,1794,217,66910,1826,67127,249,68704,53.408140000493425
gorma,beanna,3,11,3,12.613894082643696,11.613894082643696,3,8,0,68942,11,68942,3,68950,53.36432049193702
máma,ucht,3,11,3,12.613894082643696,11.613894082643696,3,8,0,68942,11,68942,3,68950,53.36432049193702
tsáile,cionn,6,109,20,7.568175782337862,6.568175782337862,6,103,14,68830,109,68844,20,68933,53.34126852242061
dhónaill,uí,17,2137,54,3.3445298477080545,2.3445298477080545,17,2120,37,66779,2137,66816,54,68899,53.28715135224666
aird,ceann,10,251,79,5.119929494040482,4.119929494040482,10,241,69,68633,251,68702,79,68874,53.18602883755076
bhearnach,cathair,5,341,5,7.6596977722568225,6.6596977722568225,5,336,0,68612,341,68612,5,68948,53.16629133398461
fhiaigh,páirc,9,599,25,5.372982320159797,4.372982320159797,9,590,16,68338,599,68354,25,68928,53.16541751515051
uisce,mhadra,6,17,135,7.494009763700981,6.494009763700981,6,11,129,68807,17,68936,135,68818,53.067812573505435
bréanainn,tobar,8,514,19,5.8197736386435315,4.8197736386435315,8,506,11,68428,514,68439,19,68934,52.80570038657881
ghlinne,scairteach,3,3,12,12.488363200559839,11.488363200559839,3,0,9,68941,3,68950,12,68941,52.759234623778895
tornóra,crois,5,126,8,8.41797387266844,7.4179738726684405,5,121,3,68824,126,68827,8,68945,52.675240172540995
dhubháin,uí,13,2137,28,3.905039304704672,2.905039304704672,13,2124,15,66801,2137,66816,28,68925,52.66702830374379
oileán,carraig,9,819,20,5.243602966194937,4.243602966194937,9,810,11,68123,819,68134,20,68933,52.62829346304537
buí,átha,20,437,364,3.1159696864690622,2.1159696864690622,20,417,344,68172,437,68516,364,68589,52.62152304737032
roinnt,dara,4,15,13,10.465995387531384,9.465995387531384,4,11,9,68929,15,68938,13,68940,52.59598714971658
coillí,maigh,5,363,5,7.569499963285244,6.569499963285244,5,358,0,68590,363,68590,5,68948,52.5366019326899
choire,log,7,133,36,6.655473186395097,5.655473186395097,7,126,29,68791,133,68820,36,68917,52.5246392466528
mac,cill,89,2693,981,1.2159512915264816,0.21595129152648163,89,2604,892,65368,2693,66260,981,67972,52.440202117837075
uirbeach,thoir,5,10,94,8.518736849603357,7.518736849603357,5,5,89,68854,10,68943,94,68859,52.399269566160875
dtobar,bun,6,291,10,7.151484764206505,6.151484764206505,6,285,4,68658,291,68662,10,68943,52.31123889212016
éanach,thráigh,3,3,13,12.372885983139902,11.372885983139902,3,0,10,68940,3,68950,13,68940,52.209970392532725
mhairbh,duine,3,7,4,12.850933279944547,11.850933279944547,3,4,1,68945,7,68946,4,68949,52.195999502136374
buí,machaire,13,137,364,4.167938696262864,3.1679386962628637,13,124,351,68465,137,68816,364,68589,52.12292144389433
gcoileach,corr,8,503,20,5.7769830165881055,4.7769830165881055,8,495,12,68438,503,68450,20,68933,52.10891312213513
goirt,dumha,4,33,7,10.221576659864937,9.221576659864937,4,29,3,68917,33,68920,7,68946,52.10468089668321
éige,dumha,4,33,7,10.221576659864937,9.221576659864937,4,29,3,68917,33,68920,7,68946,52.10468089668321
néill,uí,15,2137,41,3.5612930996116186,2.5612930996116186,15,2122,26,66790,2137,66816,41,68912,52.09864262766783
nduach,bábhún,4,28,8,10.265970779223391,9.265970779223391,4,24,4,68921,28,68925,8,68945,51.984772720302814
gabhann,mac,9,980,18,5.136687762278424,4.136687762278424,9,971,9,67964,980,67973,18,68935,51.94906377696664
chruach,loch,8,1826,9,5.06892964985446,4.06892964985446,8,1818,1,67126,1826,67127,9,68944,51.909397819349394
chá,cill,8,2693,8,4.678327186779323,3.678327186779323,8,2685,0,66260,2693,66260,8,68945,51.907169469120916
íomair,cill,8,2693,8,4.678327186779323,3.678327186779323,8,2685,0,66260,2693,66260,8,68945,51.907169469120916
chomáin,cill,14,2693,29,3.627701113709355,2.627701113709355,14,2679,15,66245,2693,66260,29,68924,51.88876027012813
thaidhg,mac,14,980,68,3.856579843085689,2.856579843085689,14,966,54,67919,980,67973,68,68885,51.675172014983076
mór,tamhnach,17,49,2525,3.2440110258896064,2.2440110258896064,17,32,2508,66396,49,68904,2525,66428,51.6651351021116
canann,cluain,9,1448,14,4.9360498935824975,3.9360498935824975,9,1439,5,67500,1448,67505,14,68939,51.554986598047876
thiar,beag,17,99,1146,3.3690405936948196,2.3690405936948196,17,82,1129,67725,99,68854,1146,67807,51.459515271048346
ineasclainn,droim,7,1146,8,5.7182892945816945,4.7182892945816945,7,1139,1,67806,1146,67807,8,68945,51.40719298861146
rois,cill,24,2693,101,2.605078204748684,1.605078204748684,24,2669,77,66183,2693,66260,101,68852,51.182391051219426
beigile,tulacha,3,8,4,12.65828820200215,11.65828820200215,3,5,1,68944,8,68945,4,68949,51.17173016606264
bearaigh,thearmann,3,4,8,12.65828820200215,11.65828820200215,3,1,5,68944,4,68949,8,68945,51.17173016606264
coiligh,mac,6,980,6,6.136687762278425,5.136687762278425,6,974,0,67973,980,67973,6,68947,51.079821627876825
craith,mac,6,980,6,6.136687762278425,5.136687762278425,6,974,0,67973,980,67973,6,68947,51.079821627876825
bán,halla,10,69,323,4.951338984696264,3.951338984696264,10,59,313,68571,69,68884,323,68630,51.013544676010966
éadair,binn,5,125,9,8.259544510063957,7.259544510063957,5,120,4,68824,125,68828,9,68944,50.97965298125678
lua,crionna,3,3,16,12.073325701280996,11.073325701280996,3,0,13,68937,3,68950,16,68937,50.81279600900757
laighin,uí,10,2137,15,4.426992007900028,3.4269920079000276,10,2127,5,66811,2137,66816,15,68938,50.74382166517218
daraigh,leacain,4,39,7,9.980568560361142,8.980568560361142,4,35,3,68911,39,68914,7,68946,50.68810009928624
síomoin,átha,5,437,5,7.301836231780397,6.301836231780397,5,432,0,68516,437,68516,5,68948,50.66953707543661
húlla,átha,5,437,5,7.301836231780397,6.301836231780397,5,432,0,68516,437,68516,5,68948,50.66953707543661
róine,átha,5,437,5,7.301836231780397,6.301836231780397,5,432,0,68516,437,68516,5,68948,50.66953707543661
aill,dún,7,667,11,6.039706053516716,5.039706053516716,7,660,4,68282,667,68286,11,68942,50.66682960449327
roinn,dara,4,15,16,10.166435105672477,9.166435105672477,4,11,12,68926,15,68938,16,68937,50.65050598634917
araild,crois,4,126,4,9.096045777781079,8.096045777781079,4,122,0,68827,126,68827,4,68949,50.567305453055795
cuimne,steach,3,17,3,11.985862860030656,10.985862860030656,3,14,0,68936,17,68936,3,68950,50.41130335800386
naíon,glas,4,51,6,9.815937858588342,8.815937858588342,4,47,2,68900,51,68902,6,68947,50.361428715581226
bhán,trá,13,211,253,4.069672656020591,3.0696726560205914,13,198,240,68502,211,68742,253,68700,50.22112185486908
gaoth,máistir,4,4,132,9.02893158192254,8.02893158192254,4,0,128,68821,4,68949,132,68821,50.18925109053445
cúirte,baile,24,8348,41,2.2735213122242324,1.2735213122242324,24,8324,17,60588,8348,60605,41,68912,50.147350397121684
éadaigh,mac,7,980,9,5.774117682893716,4.774117682893716,7,973,2,67971,980,67973,9,68944,50.12233964265529
gearóid,mac,7,980,9,5.774117682893716,4.774117682893716,7,973,2,67971,980,67973,9,68944,50.12233964265529
samh,maí,3,18,3,11.903400699838683,10.903400699838683,3,15,0,68935,18,68935,3,68950,50.03507457549889
garbhán,dún,6,667,7,6.469390328759962,5.469390328759962,6,661,1,68285,667,68286,7,68946,49.99193596365223
uirbeach,thiar,5,12,94,8.255702443769563,7.255702443769563,5,7,89,68852,12,68941,94,68859,49.966741890329935
farannáin,muilte,3,7,5,12.529005185057184,11.529005185057184,3,4,2,68944,7,68946,5,68948,49.96468002102859
cnucha,caisleán,5,480,5,7.166435105672477,6.166435105672477,5,475,0,68473,480,68473,5,68948,49.72584543312149
ghormáin,uí,12,2137,25,3.953060819567615,2.953060819567615,12,2125,13,66803,2137,66816,25,68928,49.63870389910326
laoill,shrath,3,6,6,12.488363200559839,11.488363200559839,3,3,3,68944,6,68947,6,68947,49.620006831273884
ráis,cúrsa,3,6,6,12.488363200559839,11.488363200559839,3,3,3,68944,6,68947,6,68947,49.620006831273884
lí,trá,6,211,15,7.030298417686447,6.030298417686447,6,205,9,68733,211,68742,15,68938,49.50685430076496
ruairí,mac,11,980,37,4.386666015286771,3.386666015286771,11,969,26,67947,980,67973,37,68916,49.40498155800151
dhroighneáin,uí,9,2137,12,4.596917009342341,3.5969170093423406,9,2128,3,66813,2137,66816,12,68941,49.26125335823844
dharach,corr,5,503,5,7.098911111475468,6.098911111475468,5,498,0,68450,503,68450,5,68948,49.25540694228843
dhuibhlis,corr,5,503,5,7.098911111475468,6.098911111475468,5,498,0,68450,503,68450,5,68948,49.25540694228843
salach,loch,20,1826,101,2.9025712634323404,1.9025712634323404,20,1806,81,67046,1826,67127,101,68852,49.24511088814013
dhristin,droim,6,1146,6,5.91093437252409,4.91093437252409,6,1140,0,67807,1146,67807,6,68947,49.19671640716521
bearach,droim,6,1146,6,5.91093437252409,4.91093437252409,6,1140,0,67807,1146,67807,6,68947,49.19671640716521
raithin,ard,11,527,65,4.468730355252623,3.4687303552526227,11,516,54,68372,527,68426,65,68888,49.16233641674988
bua,carn,5,114,11,8.102932163366319,7.102932163366319,5,109,6,68833,114,68839,11,68942,49.132816848290354
álainn,cheathrair,3,3,21,11.681008278502235,10.681008278502235,3,0,18,68932,3,68950,21,68932,49.030392726588545
fhuinsinn,easca,3,21,3,11.681008278502235,10.681008278502235,3,18,0,68932,21,68932,3,68950,49.030392726588545
ghearr,úir,3,3,21,11.681008278502235,10.681008278502235,3,0,18,68932,3,68950,21,68932,49.030392726588545
dubh,chlais,10,35,763,4.6904315323888595,3.6904315323888595,10,25,753,68165,35,68918,763,68190,48.87897125033177
